original,translated,fuel,machine,others,part,price,service
Jelas design Mazda cx - 3 lebih cakep diliat dari depan samping dan belakang,kantenan desain mazda cx -3 langkung cakep diliat saking ngajeng samping lan wingking,neutral,neutral,neutral,positive,neutral,neutral
selama ini tidak pernah bermasalah dan memang mesin nya tangguh dan bandel baik untuk jalan menanjak di pegunungan . Pokok nya Avanza terbaik .,salami puniki mboten nate wonten masalah lan estu mesinipun tangguh lan handal sae kangge margi,neutral,positive,positive,neutral,neutral,neutral
"desain interior jauh lbh simpel , elegan dan berkelas CX3 dari CHR yg terkesan ribet","desain interior tebih langkung simpel, elegan lan berkelas cx3 dari chr ingkang terkesan ribet",neutral,neutral,neutral,negative,neutral,neutral
"Payah , Bengkel honda resmi ga becus ... di sini malah lebih tau .","payah , bengkel honda resmi mboten kuwawi ... ing ngriki malah langkung tau .",neutral,neutral,neutral,neutral,negative,neutral
jazz tarikan nya lebih oke daripada brio,jazz tarikanipun langkung oke daripada brio,neutral,negative,neutral,neutral,neutral,neutral
menurut saya sih dari segi pandangan mata brio itu mewah walaupun minim fitur dan dari gengsi nya juga berbeda,midherek kula sih saking segi pandengan mripat brio puniku mewah sanadyan minim fitur lan saking gengsinipun juga benten ,neutral,neutral,positive,negative,neutral,neutral
Kaki-kaki HRV kayak enggak kokoh,suku-suku hrv kados enggak kokoh,neutral,neutral,neutral,negative,neutral,neutral
Ignis ini city car paling terjangkau dengan poin-poin di atas,ignis puniki mobil kitha paling terjangkau kaliyan poin-poin di inggil,neutral,neutral,neutral,neutral,positive,neutral
secara keseluruhan avanza bagus kecuali pemakaian bensin yang boros sekali,kaliyan sedayanipun avanza sae kejawi panganggenan bensin yang boros sanget,negative,neutral,positive,neutral,neutral,neutral
"kelemahan nya cuma satu , shock nya keras keras keras keras keras","kelemahanipun naming setunggal ,  shockipun atos atos atos atos atos",neutral,neutral,neutral,negative,neutral,neutral
Mau pesaing baru yang buanyak yang keluar dan model sama fitur yg lebih seger . Tetep avanza ini ada di hati,badhe pesaing enggal ingkang kathah ingkang medal lan model sami fitur ingkang langkung seger . tetep avanza puniki wonten di manah,neutral,neutral,positive,neutral,neutral,neutral
"bensin 1:15 luar kota ( sudah irit banget kan ) gesit di tikungan , cuma masih standar .","bensin 1:15 jawining kitha ( sampun irit sanget kan ) gesit di penggokan, naming taksih standar.",positive,positive,neutral,neutral,neutral,neutral
Suka sekali xenia perawatan murah pemakaian mudah sparepart oke .,remen sanget xenia perawatan mirah panganggenan gampil sukucadang oke .,neutral,neutral,positive,positive,neutral,positive
"gede banget nih kapasitas avanza, volume ruangan nya lengang","ageng sanget kapasitas avanza , volume ruangan nya sepen",neutral,neutral,neutral,positive,neutral,neutral
"Saya punya avanza G 2008 , baru juni kemarin saya beli dari Tunas Toyota . terus kopling sudah agak berat saja","kula gadhah avanza g 2008 , enggal juni kala-wingi kula tumbas dari tunas toyota . terus kopling sampun radi awrat mawon",neutral,neutral,neutral,negative,neutral,neutral
Saya baru ambil HRV prestige akhir tahun 2017 . Keseluruhan enak dikendarai .,kula enggal pendhet hrv prestige akhir warsa 2017 . sedayanipun enak dikendarai .,neutral,neutral,positive,neutral,neutral,neutral
"Wah, Wuling formo dari mesin 1200 cc menarik dengan harga yang kompetitif.","wah, wuling formo saking mesin 1200 cc menarik kaliyan regi yang kompetitif .",neutral,positive,neutral,neutral,negative,neutral
gue juga senang banget soal nya avanza ruang bagasi nya mampu menampung hingga 5 tas berukuran besar dengan susunan rapi ke arah atas . bawa barang banyak pun pasti muat,kula ugi remen sanget soalipun avanza ruang bagasinipun mampu nampung ngantos 5 tas ukuran ageng kaliyan susunan rapi dhateng arah inggil . bekta barang kathah nggih pasti amot,neutral,neutral,neutral,positive,neutral,neutral
Fitur keamanan ini cukup menaikkan kasta Avanza agar setara dengan low MPV lainnya yang lebih dulu menggunakan air bag keren ya,fitur keamanan puniki cekap nginggahaken kasta avanza supados setara kaliyan mpv andhap sanesipun ingkang langkung rumiyin ngangge toya bag keren nggih,neutral,neutral,neutral,positive,neutral,neutral
"Masa konsumsi bensin Toyota Avanza Veloz 12,5 liter per kilometer , boros banget anjing","masa konsumsi bensin toyota avanza veloz 12 , boros banget segawon",negative,neutral,neutral,neutral,neutral,neutral
kalo gak mau boros jangan beli scoopy,menawi mboten purun boros sampun beli scoopy,negative,neutral,neutral,neutral,neutral,neutral
"Kalau down shifting terus gaspol itu rasa nya cuma naik rpm saja, tapi power kosong dan memang mesin nya sering ngelitik.","menawi mandhap untu terus gaspol puniku raosipun naming minggah rpm mawon, nanging power kosong lan estu mesinipun sering ngelitik.",neutral,negative,neutral,neutral,neutral,neutral
saya suka fortuner karena lincah lari nya daripada ertiga yang tenaga nya lemah,kula remen fortuner amargi lincah mlajengipun daripada ertiga yang tenaganipun ringkih,neutral,negative,neutral,neutral,neutral,neutral
Mending pajero simple ga kebanyakan desain,mending pajero simple mboten kathah-kathah desain,neutral,neutral,neutral,positive,neutral,neutral
"Wuling adalah mobil yang bandel di segala medan , irit bahan bakar , desain yang dinamis dan mewah ditambah dengan harga yang pasti nya terjangkau","wuling inggih punika mobil ingkang kiyat ing sedaya medan, irit bahan besmi , desain ingkang dinamis lan mewah dipuntambah kaliyan regi ingkang mesthi nya terjangkau",positive,positive,neutral,positive,positive,neutral
xpander ini mpv paling bagus untuk orang yang cari mobil mpv canggih,xpander puniki mpv paling sae kangge tiyang ingkang pados mobil mpv canggih,neutral,neutral,positive,neutral,neutral,neutral
"Begitu orang melirik Xpander , kesan nya pasti keren desain nya","kados puniku tiyang nglirik xpander  , kesanipun mesthi keren desain ipun",neutral,neutral,neutral,positive,neutral,neutral
Kok makin jelek aja ya pelayanan di AHAS Terang Anugerah Pamulang,koh saya awon mawon nggih pelayanan ing ahas padhang anugerah pamulang,neutral,neutral,neutral,neutral,neutral,negative
"pernah pakai Avanza ke luar kota dari pagi sampai sore , mesin dan AC nyala tanpa henti , tetapi enggak menurun","nate angge avanza dhateng jawining kitha saking enjing dumugi sonten , mesin lan ac nyala tanpa mendel , nanging enggak mandhap",neutral,positive,neutral,positive,neutral,neutral
kalau mesin dan tampang unggul brio satya . tapi lebih empuk dan lebih murah karimun .,menawi mesin lan tampang inggil brio satya . nanging langkung empuk dan langkung mirah karimun .,neutral,positive,neutral,positive,positive,neutral
Toyota Avanza Veloz baru adalah menggunakan mesin Dual VVT - i yang sebelumnya menggunakan single VVT - i. juragan mantap,toyota avanza veloz enggal inggih punika ngangge mesin dual vvt -i ingkang saderengipun ngangge single vvt -i. juragan mantep,neutral,positive,neutral,neutral,neutral,neutral
"@DaihatsuInd service di bengkel daihatsu harga nya mahal banget , onderdil masih bagus minta diganti sama CS / mekanik nya . Sekali service 2jt","@DaihatsuInd servis ing bengkel daihatsu reginipun awis banget , onderdil taksih sae nedha dipun-gantos sami cs / mekanikipun . pisan servis 2jt",neutral,neutral,neutral,neutral,neutral,negative
mobilio hitam ini cukup membuat orang heran dan memakainya pun terasa gagah,mobilio cemeng puniki cekap ndamel tiyang heran lan nganggenipun pun kraos gagah,neutral,neutral,positive,neutral,neutral,neutral
brio paling cocok untuk mahasiswa karna style nya yang simpel dan minimalis,brio paling cocok kangge mahasiswa amargi gayanipun ingkang simpel lan minimalis,neutral,neutral,neutral,positive,neutral,neutral
Saya sopir operasional . Pakai Altis v. Untuk mesin saya akui enak . tarikan mantap handling - nya wow ., kula sopir operasional . angge altis v. kangge mesin kula akui eca . tarikan mantep penanganan ipun rendah .,neutral,positive,neutral,positive,neutral,neutral
Xenia Xi Sporty secara keseluruhan puas sama ini mobil,xenia xi sporty kaliyan sedayanipun marem sami ini mobil,neutral,neutral,positive,neutral,neutral,neutral
pilihan jatuh ke Xenia karena faktor harga dan servis Xenia pasti lebih murah hehe .,pilihan dhawah dhateng xenia amargi faktor regi lan servis xenia mesthi langkung mirah hehe .,neutral,neutral,neutral,neutral,positive,positive
vario body nya lebih kokoh daripada mio,vario bodyipun langkung kokoh daripada mio,neutral,neutral,neutral,negative,neutral,neutral
agya mobil yang bagus dan keren gaya nya,agya mobil ingkang sae lan keren gaya ipun,neutral,neutral,positive,positive,neutral,neutral
"masa harus sampe setahun cuma buat inden xpander, kecewa !","masa kedah dumugi sawarsa naming damel pemesanan xpander, kecewa !",neutral,neutral,neutral,neutral,neutral,negative
selama ini pakai xexi lumayan irit,salami puniki angge xexi lumayan irit,positive,neutral,neutral,neutral,neutral,neutral
"Kenyamanan jauh menang xpander , lebih kedap & bantingan nyaman banget . Harga juga lebih murah","kenyamanan tebih menang xpander , langkung kedap & bantingan nyaman sanget . regi ugi langkung mirah",neutral,neutral,positive,neutral,positive,neutral
tampilan desain dasbor interior Avanza terlihat lebih mewah dan stylish,tampilan desain dasbor interior avanza ketingal langkung mewah dan bergaya,neutral,neutral,neutral,positive,neutral,neutral
Rush performa mesin nya juga enggak kalah dengan SUV lain,rush performa mesinipun ugi mboten kawon kaliyan suv benten,neutral,positive,neutral,neutral,neutral,neutral
"Sudah lama pakai Xenia , baru kali dapet yang AC - nya enggak enak dan jok nya kaku .","sampun lami angge xenia , enggal kali angsal ingkang ac ipun enggak eca lan jokipun kaken .",neutral,neutral,neutral,negative,neutral,neutral
"Udh beli yg 2019 tapi ada 1 kekurangan , jok nya kurang nyaman","sampun tumbas ingkang 2019 nanging wonten 1 kekirangan , jokipun kurang nyaman",neutral,neutral,neutral,negative,neutral,neutral
"Honda beat street adalah sepeda motor yang bisa dikatakan murah , tetapi bukan murahan . Karena selain keren , juga sangat gampang untuk dimodifikasi .","honda beat street inggih punika motor ingkang saged dipunsanjangaken murah , nanging sanes mirahan . amargi kejawi keren , ugi gampil sanget untuk dimodifikasi .",neutral,neutral,positive,neutral,positive,neutral
Jok penumpang mobil Wuling Formo terlihat nyaman,jok penumpang mobil wuling formo ketingal nyaman,neutral,neutral,neutral,positive,neutral,neutral
"Kok Nissan GL enggak banget , deh .","koh nissan gl mboten sanget , deh .",neutral,neutral,negative,neutral,neutral,neutral
"xenia 1:8 - 9 boros juga ya juragan , karena bodi besar nya dan cc kecil mungkin ya .","xenia 1:8 -9 boros ugi nggih juragan , amargi bodi agengipun dan cc alit mungkin nggih .",negative,neutral,neutral,neutral,neutral,neutral
Ke mana-mana mau jarak dekat atau pun jauh tetap nyaman pakai scooy . muatan bagasi banyak dan mesin tidak cepat panas .,dhateng pundi-pundi badhe jarak celak/caket utawi nggih tebih tetep nyaman pakai scooy . muatan bagasi kathah lan mesin mboten enggal panas .,neutral,positive,positive,positive,neutral,neutral
"Saya punya Grand Livina XV tahun 2011 irit nya juara , bang .","kula gadhah grand livina xv warsa 2011 iritipun juwara , bang .",positive,neutral,neutral,neutral,neutral,neutral
"enak sih pakai brio , pasaran nya juga stabil","eca sih angge brio , pasaranipun juga stabil",neutral,neutral,positive,neutral,positive,neutral
kenyamanan vario lebih unggul dibanding mio .,kenyamanan vario langkung inggil dipunbanding mio .,neutral,neutral,negative,neutral,neutral,neutral
Li biru dlx harga jual nya pun tinggi . Beli tahun 2004 sekitar 80 jutaan dijual 2009 90 jutaan . Untung juragan .,li biru dlx regi jualipun nggih inggil . tumbas warsa 2004 sekitar 80 jutaan dipunsade 2009 90 jutaan . untung juragan .,neutral,neutral,neutral,neutral,positive,neutral
Pajero dong udah Ganteng luar nya Tenaga nya Juga dapet,pajero oh empun bagus jawinipun tenaganipun juga angsal,neutral,positive,neutral,positive,neutral,neutral
"Saya pakai all New Honda Brio Satya E juragan , sangat nyaman dan bagus , apalagi brand - nya H , harga jual nya juga tetap stabil","kula angge all new honda brio satya e juragan , nyaman sanget lan sae , punapa malih brand ipun h , regi jualipun ugi tetep stabil",neutral,neutral,positive,neutral,positive,neutral
xenia bodi nya sudah oke tinggal ganti kaki-kaki saja semoga modifikasi mu menyenangkan,xenia bodinipun sampun oke tilar gantos suku-suku mawon semoga modifikasi sampeyan ngremenaken,neutral,neutral,neutral,positive,neutral,neutral
menurut ane soal kenyamanan jelas all new pajero sport unggul jauh lebih nyaman dibandingkan all new fortuner yg sangat keras menurut ane,midherek ssaya soal kenyamanan kantenan all new pajero sport unggul tebih langkung nyaman dipunbandingaken all new fortuner ingkang atos sanget menurut kula,neutral,neutral,negative,neutral,neutral,neutral
akhirnya saya beli avanza karena bandel parah harga nya juga pas di kantong,pungkasanipun kula tumbas avanza amargi bandel jahat reginipun ugi pas ing kantong,neutral,positive,neutral,neutral,positive,neutral
"Tetap saja Mobilio masih merupakan Mobil MPV keluarga kelas menengah ke bawah yang paling terbaik dibanding kompetitor nya , bbm paling irit , kabin paling lega sampe baris ke 3 , model paling manis , mesin juga paling kenceng dari kompetitor nya , desain interior juga paling cakep dari kompetitor nya .","tetep mawon mobilio taksih inggih punika mobil mpv keluwargi kelas menengah dhateng ngandhap ingkang paling paling sae dipunbanding kompetitoripun , bbm paling irit , kabin paling lega dumugi baris dhateng 3 , model paling manis , mesin juga paling kenceng saking kompetitoripun , desain interior ugi paling cakep dari kompetitoripun .",positive,positive,positive,positive,neutral,neutral
tak heranlah juragan karena avanza mempunyai fitur yang cukup lengkap dengan harga enggak terlalu mahal,mboten heranlah juragan amargi avanza gadhah fitur ingkang cukup jangkep kaliyan regi mboten terlalu awis,neutral,neutral,neutral,positive,positive,neutral
Saya pakai Xpander karena tidak murahan .,kula angge xpander amargi mboten mirahan .,neutral,neutral,positive,neutral,neutral,neutral
after sales service yamaha selalu mengedepankan customer daripada untuk keuntungan sendiri,layanan purna sade yamaha tansah ngajengaken customer daripada kangge keuntungan piyambak,neutral,neutral,neutral,neutral,neutral,positive
tenaga Fortuner kalah jauh lah . Pajero sport mobil paling tangguh,tenaga fortuner kawon tebih lah . pajero sport mobil paling tanggen,neutral,positive,neutral,neutral,neutral,neutral
"Si gesit irit motor Honda Beat series tahun 2011 yang selalu setia menemani saya dalam mencari rezeki di kala panas dan hujan , siang dan malam .","si gesit irit motor honda beat series warsa 2011 ingkang selalu setya ngancani kula lebet madosi rezeki ing kala benter lan jawah , siyang dan dalu .",positive,positive,neutral,neutral,neutral,neutral
"kalau dari segi desain mah veloz juara nya, avanza terlewat jauh","menawi saking segi desain veloz juwaranipun, avanza terlewat tebih",neutral,neutral,neutral,negative,neutral,neutral
Toyota Calya memang cocok untuk keluarga sangat hemat bbm sangat irit enak dipakai,toyota calya estu cocok kangge keluwargi hemat sanget bbm sangat irit eca dipunangge,positive,neutral,positive,neutral,neutral,neutral
ertiga beneran mudah dipakai nya,ertiga saestu gampil dipakai ipun,neutral,neutral,positive,neutral,neutral,neutral
enggak menyesal juga ambil mobil honda enggak kalah bandel irit tahan banting sudah pakai jazz,mboten getun ugi pendhet mobil honda mboten kawon bandel irit tahan banting sampun pakai jazz,positive,positive,neutral,positive,neutral,neutral
fortuner sparepart nya gampang ditemukan di mana saja,fortuner sukucadangipun gampil dipunpanggihaken ing mana mawon,neutral,neutral,neutral,positive,neutral,neutral
"setelah ngeliat wuling almaz , ngeliat mobilio sama veloz jadi kayak sampah ..","sasampunipun sumerep wuling almaz , sumerep mobilio sami veloz jadi kados sampah .",neutral,neutral,negative,neutral,neutral,neutral
"saya sebagai pemakai kijang innova tidak merasa kecewa dan sangat puas , perawatan pun tidak terlalu mahal pokok nya mantap .","kula dados pangangge kidang innova mboten rumaos kecewa dan marem sanget , perawatan nggih mboten patos awis pokokipun mantap .",neutral,neutral,positive,neutral,neutral,positive
Kalau di suruh milih . jelas milih cx 3 dong,menawi ing kengken milih . kantenan milih cx 3 no,neutral,neutral,positive,neutral,neutral,neutral
"Ternyata service bengkel toyota payah , angin ban bukan nya ditambah malah disemir doang buat apa coba . Jelas-jelas kurang angin gitu","kasunyatanipun service bengkel toyota payah , angin ban sanesipun dipuntambah malah disemir mawon kangge punapa cobi . jelas-jelas kirang angin ngoten",neutral,neutral,neutral,neutral,neutral,negative
Desain velg alloy veloz juga diubah juragan bagi saya desain nya sangat bagus dan terkesan sporty juragan,desain velg alloy veloz ugi dipunebah juragan kangge kula desainipun sae sanget lan terkesan sporty juragan,neutral,neutral,neutral,positive,neutral,neutral
beat cukup ekonomis untuk mahasiswa,beat cekap ekonomis kangge mahasiswa,neutral,neutral,neutral,neutral,positive,neutral
memang xenia maknyus .,estu xenia maknyus .,neutral,neutral,positive,neutral,neutral,neutral
gila sih ini xenia bandel nya juara dipakai buat rame-rame juga tetep bandel,ewah sih puniki xenia bandelipun juwara dipunangge damel rame-rame ugi tetep bandel,neutral,positive,neutral,neutral,neutral,neutral
yang lebih menenangkan dari daihatsu terios adalah hemat bahan bakar .,ingkang langkung menenangkan saking daihatsu terios inggih punika hemat bahan besmi .,positive,neutral,neutral,neutral,neutral,neutral
"Fortuner model bapak bapak , Pajero Model Anak muda","fortuner model bapak bapak , pajero model lare enem",neutral,neutral,neutral,positive,neutral,neutral
kalau saya lebih pilih datsun cross . harga lebih murah body lebih kekar,menawi kula langkung pilih datsun cross . regi langkung mirah body langkung keker,neutral,neutral,neutral,positive,positive,neutral
"CHR design gado2 , berasa liat beberapa mobil dicomot2","chr design gado-gado , kraos liat pinten-pinten mobil dicomot-comot",neutral,neutral,neutral,negative,neutral,neutral
wah murah nih . modal DP doang . bisa untuk grab car nih . murah meriah masih bisalah untuk jadi grab car .,wah mirah niki . pawitan dp mawon . saged kangge grab car niki . mirah meriah taksih bisalah kangge dados grab car .,neutral,neutral,neutral,neutral,positive,neutral
"Karimun wagon saja bang , lebih murah","karimun wagon mawon bang , langkung mirah",neutral,neutral,neutral,neutral,positive,neutral
"Honda cuman menang di mesin , kalo fitur dan interior mah parah ... dan mahal , jok nya tipissss bikin tepos kalo jalan lama","honda naming menang ing mesin , menawi fitur lan interior mah jahat ... lan awis , jokipun tipis damel tepos menawi margi lami",neutral,positive,neutral,negative,negative,neutral
Avanza enak dipakai . sangat cocok buat mobil keluarga . harga nya tidak terlalu mahal buat mobil dengan spesifikasi yang lumayan .,avanza eca dipunangge . cocok sanget damel mobil keluwargi . reginipun mboten patos awis damel mobil kaliyan spesifikasi ingkang lumayan .,neutral,neutral,positive,neutral,positive,neutral
Avanza Veloz 1.5 type 1.5 G nya aja nggak laku banget dan nggak pernah nampak di jalan,avanza veloz 1.5 type 1.5 gipun mawon mboten pajeng sanget lan mboten nate ketingal ing ratan,neutral,neutral,negative,neutral,neutral,neutral
"Duh ni bengkel mitsubishi , jelek kali sih . Kayak kandang saja bengkel nya .","duh puniki bengkel mitsubishi , awon kali sih . kados kandang mawon bengkelipun .",neutral,neutral,neutral,neutral,neutral,negative
Bengkel @Hondaarista Jatinegara not recommended . Payah . Sudah booking servis tapi disuruh mengantri .,bengkel @Hondaarista jatinegara mboten rekomendasi . payah . sampun pesen servis nanging dipunkengken mengantri .,neutral,neutral,neutral,neutral,neutral,negative
konsumsi bahan bakar yang cukup irit menurut saya adalah poin penting dari Calya ini .,konsumsi bahan besmi ingkang cekap irit midherek kula inggih punika poin wigatos saking calya puniki .,positive,neutral,neutral,neutral,neutral,neutral
Avanza sangat mendukung profesi yang saya jalani karena bbm - nya irit .,avanza nyengkuyung sanget profesi ingkang kula lampahi amargi bbm ipun irit .,positive,neutral,neutral,neutral,neutral,neutral
Ini ruang tunggu bengkel @ToyotaID paling nyaman . Hampir 3 jam dan masih betah . Pelayanan ramah . Enak nya punya Toyota .,puniki ruang tengga bengkel @ToyotaID paling nyaman . meh 3 tabuh lan taksih kraos . pelayanan ramah . ecanipun gadhah toyota .,neutral,neutral,neutral,neutral,neutral,positive
Xenia 1.300 cc mesin nya lincah dan bisa beramai-ramai hehe .,xenia 1.300 cc mesinipun lincah lan saged rame-rame hehe .,neutral,positive,positive,neutral,neutral,neutral
"nambah logo doang , harga naik puluhan juta","imbet logo mawon , regi minggah dasanan yuta",neutral,neutral,neutral,neutral,negative,neutral
Avanza juga tentunya nyaman dikendarai .,avanza ugi tamtunipun nyaman dikendarai .,neutral,neutral,positive,neutral,neutral,neutral
"Mobil ini terlalu over price bos , untung menang merek","mobil puniki sanget-sanget nglangkungi regi bos , untung menang merek",neutral,neutral,neutral,neutral,negative,neutral
Suzuki Karimun GX tidak hanya bandel dan memiliki kabin luas tetapi juga irit,suzuki karimun gx mboten naming bandel lan nggadhahi kabin wiyar nanging ugi irit,positive,positive,neutral,positive,neutral,neutral
All - new Brio dengan harga termurah 135 - an juta tidak layak .,all -new brio kaliyan regi termurah 135 -an yuta mboten prayogi .,neutral,neutral,neutral,neutral,negative,neutral
Setelah melihat ini ku yakin akan beli Honda CR - V,sasampunipun sumerep puniki kula saestu badhe tumbas honda cr -v,neutral,neutral,positive,neutral,neutral,neutral
Grand Livina XV AT 2008 ngelitik nya parah kak sekarang juga lumayan boros,grand livina xv at 2008 ngelitikipun jahat mas/jeng sapunika ugi lumayan boros,negative,negative,neutral,neutral,neutral,neutral
gua lebih pilih Fortuner karna tampilan nya gagah tidak seperti pajero,kula langkung pilih fortuner amargi tampilanipun gagah mboten kados pajero,neutral,neutral,negative,neutral,neutral,neutral
Pergi kerja setiap hari lebih enak pakai Honda Vultus.,kesah nyambut damel saben dinten langkung eca angge honda vultus .,neutral,neutral,positive,neutral,neutral,neutral
Driver lebih nyaman dengan posisi perseneling yang unik. Terima kasih Sigra.,driver langkung nyaman kaliyan posisi perseneling ingkang unik. matur nuwun sigra .,neutral,neutral,neutral,positive,neutral,neutral
"Menurut saya untuk service , HONDA lebih bagus dari NISSAN .","midherek kula kangge servis , honda langkung sae saking nissan .",neutral,neutral,neutral,neutral,neutral,negative
"Mobil yang sangat cocok dan sangat nyaman digunakan saat bersama keluarga , suara mesin yang halus , eksterior yang nyaman dipandang , interior nya juga menarik , selain itu hemat bahan bakar .","mobil ingkang cocok sanget lan nyaman sanget dipunangge wekdal sareng keluwargi , suwanten mesin ingkang lembat , eksterior ingkang nyaman dipuntingali , interioripun ugi menarik , kejawi puniku hemat bahan besmi .",positive,positive,positive,positive,neutral,neutral
Tidak salah pilih avanza . Sudah 10 tahun mobil avanza saya masih bisa melaju kencang secara optimal .,mboten lepat pilih avanza . sampun 10 warsa mobil avanza kula taksih saged melaju kenceng kaliyan optimal .,neutral,positive,neutral,neutral,neutral,neutral
"Avanza teman terbaik untuk di segala medan jalanan , plus harga nya masih terjangkau .","avanza kanca paling sae kangge ing sedaya medan margi , plus reginipun taksih terjangkau .",neutral,neutral,positive,neutral,positive,neutral
Mesin bandel dan irit menjadi alasan banyak keluarga di Indonesia memilih Agya sebagai mobil pertama mereka,mesin bandel lan irit dados alesan kathah keluwargi ing indonesia milih agya dados mobil pertami piyambakipun sedaya,positive,positive,neutral,neutral,neutral,neutral
Jakarta - Bandung pakai xenia cuma 1 setengah jam . sungguh mesin yang sangat tangguh .,jakarta -bandung angge xenia naming setunggal sapalih tabuh . estu mesin ingkang tanggen sanget .,neutral,positive,neutral,neutral,neutral,neutral
saya sih secara pribadi puas banget sama Xeli . nyaman .,kula sih kaliyan pribadi marem sanget sami xeli . nyaman .,neutral,neutral,positive,neutral,neutral,neutral
"gue pernah pakai karimun sebelum mobil gue yang sekarang , menurut gue ini lcgc paling nyaman , paling murah","kula nate angge karimun saderengipun mobil kula ingkang sapunika , midherek kula puniki lcgc paling nyaman , paling mirah",neutral,neutral,positive,neutral,positive,neutral
Kelemahan Daihatsu sigra adalah bodinya ringkih dan kurang kedap suara luar.,kelemahan daihatsu sigra inggih punika bodinipun ringkih lan kirang kedap suwanten jawi,neutral,neutral,neutral,negative,neutral,neutral
"Toyota Avanza , Low MPV dengan Jaringan Penjualan dan Purnajual Terbanyak","toyota avanza , mpv andhap kaliyan jaringan penjualan lan purnajual paling kathah",neutral,neutral,positive,neutral,positive,neutral
Xenia yang 1000 cc punya handling yang lebih lincah dan enteng,xenia ingkang 1000 cc gadhah penanganan ingkang langkung lincah lan enteng,neutral,neutral,neutral,positive,neutral,neutral
Vario bentuk nya seksi buat boncengan pun nyaman dan aman sistem semua sudah canggih dan bbm irit di dompet kita semua .,vario bentukipun seksi damel boncengan nggih nyaman lan aman sistem sedaya sampun canggih lan bbm irit ing dompet kita sami .,positive,neutral,neutral,positive,neutral,neutral
"Awal nya saya membeli motor pada tahun 2016 , alhamdulillah sampai sekarang motor saya masih irit dan tangguh di jalan","awalipun kula tumbas motor ing warsa 2016 , alhamdulillah ngantos sapunika motor kula taksih irit lan tanggen ing ratan",positive,positive,neutral,neutral,neutral,neutral
kalo dibandingkan dari segi service nya nissan jauh lebih unggul daripada toyota yang asal-asalan,menawi dipunbandingaken saking segi servicenipun nissan tebih langkung inggil daripada toyota ingkang asal-asalan,neutral,neutral,neutral,neutral,neutral,negative
kata orang yang XI malah lebih irit dari yang LI nih .,trose tiyang ingkang xi malah langkung irit saking ingkang li niki .,negative,neutral,neutral,neutral,neutral,neutral
coba saja dibandingkan buat lari pasti brio lebih lincah daripada calya,cobi mawon dipunbandingaken damel plajeng mesthi brio langkung lincah daripada calya,neutral,negative,neutral,neutral,neutral,neutral
"Untuk saya sendiri yang sudah memiliki TERIOS X DELUXE MT , saya cukup puas apa yang sudah saya miliki terima kasih daihatsu","kangge kula piyambak ingkang sampun nggadhahi terios x deluxe mt , kula cekap marem punapa ingkang sampun kula gadhahi matur nuwun daihatsu",neutral,neutral,positive,neutral,neutral,neutral
MOBIL ku xenia 1.300 cc irit dipakai nya,mobil kula xenia 1.300 cc irit dipakainipun,positive,neutral,neutral,neutral,neutral,neutral
Toyota rush gagah dan tangguh di medan yang terjal sekalipun dan nyaman di jalan yang mulus .,Toyota rush gagah dan tangguh di medan yang terjal sekalipun dan nyaman di jalan yang mulus .,neutral,neutral,positive,neutral,neutral,neutral
mobilio tarikan halus banget menang telak daripada agya kalah jauh,mobilio tarikan lembat sanget menang telak daripada agya kawon tebih,neutral,negative,neutral,neutral,neutral,neutral
scoopy keren banget body nya juga unik dan cocok buat anak muda penuh gaya,scoopy keren sanget bodyipun ugi unik lan cocok damel lare enem kebak gaya,neutral,neutral,positive,positive,neutral,neutral
avanza 1.3 L memang irit kalau dibawa 60 - 80 km / jam .,avanza 1.3 l estu irit menawi dipunbekta 60 -80 km / jam .,positive,neutral,neutral,neutral,neutral,neutral
Kenapa sekelas Fortuner belum ada sunroof nya ya,kenging punapa sekelas fortuner dereng wonten sunroofipun nggih,neutral,neutral,neutral,negative,neutral,neutral
Harga nya 4x4 nya fortuner lebih worth it di Banding Pajero sport,reginipun 4x4ipun fortuner langkung sae lan prayogi ing banding pajero sport,neutral,neutral,neutral,neutral,negative,neutral
kalau brio senyaman ini gak papa mau macet lama juga tetap betah di dalam,menawi brio senyaman puniki mboten papa badhe macet lami ugi tetep kraos ing lebet,neutral,neutral,positive,neutral,neutral,neutral
"Menurut saya aja nih , muka enakan sirion , untuk pantat enak brio","midherek kula mawon , rai enakan sirion , kangge pocong eca brio",neutral,neutral,neutral,positive,neutral,neutral
pengalaman kemarin sewa rental di Bali kopling nya agak tinggi jadi pas tanjakan agak menahan-nahan begitu kurang gesit padahal Karimun,pengalaman kala-wingi sewa rental ing bali koplingipun radi inggil dados pas inggah-inggah radi menahan-nahan kados puniku kirang gesit padahal karimun,neutral,neutral,neutral,negative,neutral,neutral
"Motor Honda beat matic yang satu ini menurut ku memang cocok buat semua kalangan , dari segi harga yang murah tetapi tidak membuat produk ini asal-asalan .","motor honda beat matic ingkang setunggal puniki midherek kula estu cocok damel sadayaning kalangan , saking segi regi ingkang mirah nanging mboten ndamel produk puniki asal-asalan .",neutral,neutral,positive,neutral,positive,neutral
tampilan Avanza bergaya khas crossover ini memiliki kesan sporty dan agresif,tampilan avanza bergaya kas crossover puniki nggadhahi kesan sporty lan agresif,neutral,neutral,neutral,positive,neutral,neutral
